Source;Target;Label;Weight
27;1;1;5
28;1;C;5
29;1;1;5
37;1;1;5
38;1;C;5
53;1;C;5
56;1;C;5
63;1;L;0.5
66;1;C;5
72;1;C;5
89;1;C2;7
90;1;2;2
103;1;3;1
104;1;L;0.5
116;1;3;1
5;2;C;5
6;2;C;5
11;2;C;5
19;2;C;5
25;2;C;5
26;2;C;5
46;2;1;5
51;2;C;5
52;2;C;5
55;2;C;5
67;2;C;5
79;2;C;5
87;2;C;5
109;2;C;5
116;2;C;5
13;3;C;5
30;3;C;5
80;3;C;5
94;3;1;5
97;3;1;5
127;3;1;5
44;4;C;5
50;4;1;5
62;4;1;5
75;4;C;5
84;4;C;5
88;4;C;5
89;4;1;5
2;5;C;5
6;5;C;5
11;5;C;5
19;5;C;5
25;5;C;5
26;5;C;5
49;5;3;1
51;5;C;5
52;5;C;5
55;5;C;5
62;5;1;5
67;5;C;5
79;5;C;5
87;5;C;5
96;5;2;2
109;5;C;5
116;5;C2;7
127;5;1;5
128;5;1;5
2;6;C;5
5;6;C;5
11;6;C;5
19;6;C;5
25;6;C;5
26;6;C;5
51;6;C;5
52;6;C;5
55;6;C;5
67;6;C;5
79;6;C;5
87;6;C;5
93;6;1;5
95;6;2;2
109;6;C;5
111;6;1;5
116;6;C;5
13;7;1;5
33;7;C;5
42;7;1;5
43;7;C;5
73;7;C;5
74;7;1;5
102;7;C;5
103;7;C;5
111;7;C;5
124;7;C;5
127;7;2;2
31;8;2;2
49;8;C;5
50;8;C;5
85;8;1;5
86;8;C;5
105;8;C2;7
36;9;C;5
51;9;3;1
69;9;C;5
92;9;1;5
107;9;C1;10
121;9;2;4
123;9;1;5
127;9;C;5
25;10;1;5
71;10;1;5
110;10;C;5
116;10;2;2
2;11;C;5
5;11;C;5
6;11;C;5
19;11;C;5
25;11;C;5
26;11;C;5
34;11;1;5
51;11;C;5
52;11;C;5
55;11;C;5
67;11;C;5
79;11;C;5
87;11;C;5
97;11;1;5
109;11;C;5
111;11;2;2
116;11;C;5
17;12;C;5
65;12;1;5
71;12;2;2
94;12;1;5
95;12;3;1
3;13;C;5
7;13;1;5
30;13;C;5
38;13;1;5
57;13;1;5
80;13;C;5
37;14;C;5
41;14;1;5
58;14;2;2
95;14;C;5
98;14;1;5
105;14;1;5
118;14;C;5
119;14;3;1
55;15;L;0.5
59;15;2;2
60;15;C;5
76;15;C;5
80;15;1;5
93;15;1;5
119;15;23;3
120;15;3;1
121;15;C;5
128;15;1;5
29;16;C1;10
31;16;C;5
33;16;2;2
34;16;C;5
47;16;C;5
48;16;C;5
54;16;C;5
57;16;C;5
92;16;C;5
100;16;C;5
102;16;1;5
113;16;C;5
114;16;C;5
12;17;C;5
30;17;2;2
61;17;1;5
70;17;2;2
86;17;3;1
90;17;2;2
105;17;3;1
31;18;3;1
38;18;2;2
110;18;1;5
121;18;2;2
2;19;C;5
5;19;C;5
6;19;C;5
11;19;C;5
21;19;1;5
25;19;C;5
26;19;C;5
31;19;1;5
51;19;C;5
52;19;C;5
55;19;C;5
56;19;1;5
67;19;C;5
79;19;C;5
87;19;C;5
104;19;2;2
109;19;C;5
116;19;C;5
70;20;C;5
97;20;C;5
117;20;C;5
126;20;C;5
19;21;1;5
35;21;C;5
65;21;C;5
66;21;1;5
106;21;C;5
119;21;2;2
83;22;C;5
122;22;C;5
25;23;2;2
32;23;3;1
39;23;C;5
42;23;3;1
49;23;L;0.5
68;23;2;2
76;23;1;5
81;23;L;0.5
85;23;1;5
109;23;2;2
56;24;2;2
58;24;1;5
81;24;2;2
104;24;1;5
2;25;C;5
5;25;C;5
6;25;C;5
10;25;1;5
11;25;C;5
19;25;C;5
23;25;2;2
26;25;C;5
51;25;C;5
52;25;C;5
55;25;C;5
66;25;1;5
67;25;C;5
71;25;3;1
79;25;C;5
87;25;C;5
108;25;2;2
109;25;C;5
113;25;2;2
116;25;C;5
123;25;1;5
2;26;C;5
5;26;C;5
6;26;C;5
11;26;C;5
19;26;C;5
25;26;C;5
51;26;C;5
52;26;C;5
55;26;C;5
67;26;C;5
79;26;C;5
82;26;1;5
87;26;C;5
89;26;1;5
95;26;2;2
109;26;C;5
116;26;C;5
1;27;1;5
1;28;C;5
38;28;C;5
53;28;C;5
56;28;C;5
66;28;C;5
72;28;C;5
89;28;C;5
96;28;1;5
113;28;2;2
119;28;1;5
1;29;1;5
16;29;C1;10
31;29;C;5
34;29;C;5
37;29;2;2
47;29;C;5
48;29;C;5
54;29;C;5
57;29;C;5
62;29;2;2
65;29;3;1
92;29;C;5
100;29;C;5
113;29;C;5
114;29;C;5
3;30;C;5
13;30;C;5
17;30;2;2
75;30;1;5
80;30;C;5
8;31;2;2
16;31;C;5
18;31;3;1
19;31;1;5
29;31;C;5
34;31;C;5
40;31;3;1
47;31;C;5
48;31;C;5
54;31;C;5
57;31;C;5
63;31;2;2
92;31;C;5
93;31;1;5
100;31;C;5
113;31;C;5
114;31;C;5
23;32;3;1
65;32;2;2
107;32;1;5
7;33;C;5
16;33;2;2
43;33;C;5
48;33;3;1
58;33;1;5
71;33;L;0.5
