Source;Target;Label;Weight
15;1;C;5
16;1;C;5
18;1;C;5
20;1;C;5
24;1;C;5
27;1;C;5
30;1;C;5
40;1;C;5
44;1;C1;10
47;1;CL;5.5
48;1;C3;6
52;1;1;5
59;1;1;5
79;1;L;0.5
80;1;C;5
87;1;3;1
89;1;3;1
92;1;C;5
94;1;C;5
103;1;L;0.5
105;1;2;2
122;1;C;5
17;3;C;5
21;3;C;5
29;3;C;5
64;3;1;5
81;3;C;5
84;3;C;5
108;3;C;5
111;3;C;5
115;3;1;5
119;3;C;5
126;3;1;5
10;5;C;5
11;5;C;5
22;5;C;5
29;5;3;1
33;5;C;5
43;5;C;5
49;5;C;5
62;5;C;5
65;5;1;5
68;5;C;5
73;5;2;2
113;5;C;5
46;6;1;5
50;6;C;5
54;6;C;5
74;6;C;5
113;6;2;2
126;6;1;5
10;7;3;1
15;7;1;5
20;7;2;2
31;7;2;2
67;7;1;5
69;7;2;2
75;7;3;1
79;7;L;0.5
93;7;1;5
16;8;1;10
35;8;C;5
42;8;C;5
62;8;1;5
95;8;3;1
97;8;C;5
101;8;2;2
105;8;C;5
13;9;1;5
26;9;2;2
32;9;1;5
48;9;1;5
81;9;1;5
127;9;2;2
5;10;C;5
7;10;3;1
11;10;C;5
13;10;1;5
22;10;C;5
33;10;CL;5.5
43;10;C;5
49;10;C;5
62;10;C;5
64;10;3;1
68;10;C;5
75;10;2;2
98;10;2;2
112;10;1;5
113;10;C;5
5;11;C;5
10;11;C;5
22;11;C;5
33;11;C;5
43;11;C;5
49;11;C;5
62;11;C;5
68;11;C;5
89;11;2;2
113;11;C;5
9;13;1;5
10;13;1;5
95;13;2;2
109;13;1;5
111;13;2;2
28;14;C;5
36;14;C;5
49;14;1;5
52;14;C;5
63;14;C;5
72;14;C;5
78;14;C;5
89;14;C;5
99;14;C;5
116;14;C;5
123;14;C;5
1;15;C;5
7;15;1;5
16;15;C;5
18;15;C;5
20;15;C;5
24;15;C;5
27;15;C;5
30;15;C;5
40;15;C;5
44;15;C;5
47;15;C;5
48;15;C;5
73;15;2;2
74;15;1;5
79;15;3;1
80;15;C;5
81;15;1;5
92;15;C;5
94;15;C;5
118;15;2;2
122;15;C;5
1;16;C;5
8;16;1;10
15;16;C;5
18;16;C;5
20;16;C;5
23;16;3;1
24;16;C;5
27;16;C;5
30;16;C;5
33;16;3;1
40;16;C;5
41;16;2;2
44;16;C;5
45;16;1;5
47;16;CL;5.5
48;16;C;5
60;16;2;2
80;16;C;5
92;16;C;5
94;16;C2;7
107;16;3;1
115;16;2;2
122;16;C;5
3;17;C;5
21;17;C;5
23;17;L;0.5
29;17;C;5
31;17;3;1
39;17;2;2
63;17;3;1
64;17;3;1
67;17;1;5
81;17;C;5
84;17;C;5
95;17;L;0.5
108;17;C;5
111;17;C;5
119;17;C;5
120;17;2;2
122;17;1;5
126;17;2;2
1;18;C;5
15;18;C;5
16;18;C;5
20;18;C;5
24;18;C;5
27;18;C;5
30;18;C;5
40;18;C;5
44;18;C;5
47;18;C;5
48;18;C;5
79;18;1;5
80;18;C;5
92;18;C;5
94;18;C;5
103;18;2;2
109;18;1;5
122;18;C;5
1;20;C;5
7;20;2;2
15;20;C;5
16;20;C;5
18;20;C;5
21;20;2;2
24;20;C;5
27;20;C;5
30;20;C;5
40;20;C;5
44;20;C;5
47;20;C;5
48;20;C;5
75;20;1;5
80;20;C;5
92;20;C;5
94;20;C;5
122;20;C;5
3;21;C;5
17;21;C;5
20;21;2;2
29;21;C;5
39;21;3;1
81;21;C;5
84;21;C;5
