Source;Target;Label;Weight
18;1;C;5
23;1;3;1
32;1;L;0.5
40;1;1;5
49;1;L;1
84;1;C;5
86;1;2;2
103;1;3;1
115;1;C;5
121;1;3;1
128;1;2;2
30;3;C;5
61;3;C;5
64;3;C;5
65;3;1;10
66;3;C;5
79;3;C;5
89;3;C;5
113;3;1;5
72;4;1;5
81;4;3;1
102;4;1;5
120;4;2;2
124;4;1;5
127;4;2;2
41;5;2;2
55;5;3;1
73;5;1;5
111;5;C;5
113;5;1;5
125;5;C;5
127;5;2;2
11;7;2;2
24;7;C;5
27;7;C2;7
32;7;3;1
50;7;C;5
77;7;1;5
103;7;C;5
105;7;2;2
120;7;1;5
21;8;C;5
31;8;C;5
39;8;C;5
40;8;C;5
67;8;C;5
80;8;C;5
11;9;C;5
15;9;C;5
17;9;C;5
26;9;2;2
52;9;C;5
68;9;C;5
73;9;1;5
89;9;1;5
99;9;C;5
101;9;1;5
106;9;C;5
112;9;C;5
113;9;C;5
119;9;C;5
25;10;2;2
27;10;2;2
34;10;C;5
41;10;1;5
64;10;1;5
72;10;C;5
90;10;C;5
104;10;2;2
118;10;C;5
122;10;C;5
7;11;2;2
9;11;C;5
15;11;C;5
17;11;C;5
30;11;1;5
33;11;1;5
52;11;C;5
68;11;C;5
83;11;2;2
93;11;1;5
97;11;3;1
99;11;C;5
106;11;C;5
112;11;C;5
113;11;C;5
119;11;C;5
37;12;C;5
63;12;1;5
65;12;2;2
67;12;1;5
76;12;C;5
99;12;2;2
101;12;1;5
63;13;1;5
92;13;1;5
127;13;1;5
65;14;C;5
98;14;C;5
9;15;C;5
11;15;C;5
17;15;C;5
52;15;C1;10
55;15;3;1
68;15;C;5
71;15;3;1
76;15;2;2
91;15;1;5
99;15;C;5
106;15;C;5
112;15;C;5
113;15;CL;5.5
119;15;C;5
25;16;1;5
89;16;3;1
108;16;1;5
9;17;C;5
11;17;C;5
15;17;C;5
25;17;3;1
32;17;L;0.5
37;17;1;5
44;17;1;5
52;17;C;5
68;17;C;5
73;17;3;1
93;17;2;2
99;17;C;5
106;17;C;5
112;17;C;5
113;17;C;5
119;17;C;5
127;17;L;0.5
1;18;C;5
84;18;C;5
115;18;C;5
42;20;1;5
8;21;C;5
31;21;C;5
33;21;3;1
39;21;C;5
40;21;C;5
62;21;2;2
64;21;1;5
67;21;C;5
80;21;C;5
99;21;1;5
44;22;C;5
58;22;C;5
59;22;1;5
60;22;C;5
82;22;C;5
96;22;1;5
103;22;1;5
104;22;C;5
106;22;2;2
121;22;C;5
1;23;3;1
35;23;C;5
57;23;C;5
73;23;C;5
77;23;C;5
87;23;C;5
101;23;C;5
102;23;1;5
109;23;C;5
126;23;C;5
7;24;C;5
27;24;C;5
35;24;1;5
39;24;1;5
50;24;C;5
103;24;C;5
10;25;2;2
16;25;1;5
17;25;3;1
98;25;2;2
115;25;3;1
9;26;2;2
32;26;1;5
33;26;C;5
55;26;C;5
71;26;C;5
79;26;1;5
86;26;C;5
105;26;C;5
120;26;C;5
127;26;1;5
7;27;C2;7
10;27;2;2
24;27;C;5
33;27;2;2
50;27;C;5
103;27;C;5
107;27;3;1
128;28;C;5
3;30;C;5
11;30;1;5
61;30;C;5
64;30;C;5
66;30;C;5
79;30;C;5
89;30;C;5
8;31;C;5
21;31;C;5
39;31;C;5
40;31;C;5
67;31;C;5
80;31;C;5
126;31;1;5
1;32;L;0.5
7;32;3;1
17;32;L;0.5
26;32;1;5
46;32;C;5
49;32;L;0.5
57;32;2;2
62;32;3;1
63;32;L;0.5
95;32;CL;5.5
96;32;2;2
121;32;L;0.5
128;32;1;5
11;33;1;5
21;33;3;1
26;33;C;5
27;33;2;2
36;33;1;5
40;33;3;1
55;33;C;5
61;33;1;5
65;33;L;0.5
71;33;C;5
78;33;2;2
79;33;3;1
81;33;L;0.5
83;33;2;2
86;33;C;5
97;33;L;0.5
105;33;C;5
120;33;C;5
10;34;C;5
55;34;1;5
72;34;C;5
90;34;C;5
97;34;1;5
118;34;C;5
122;34;C;5
23;35;C;5
24;35;1;5
42;35;2;2
57;35;C;5
64;35;2;2
66;35;1;5
73;35;C;5
77;35;C;5
87;35;C;5
101;35;C;5
105;35;1;5
109;35;C;5
126;35;C;5
33;36;1;5
126;36;1;5
127;36;2;2
12;37;C;5
17;37;1;5
76;37;C;5
113;37;2;2
8;39;C;5
21;39;C;5
24;39;1;5
31;39;C;5
40;39;C;5
49;39;2;2
67;39;C;5
73;39;2;2
80;39;C;5
87;39;3;1
111;39;2;2
119;39;1;5
1;40;1;5
8;40;C;5
21;40;C;5
31;40;C;5
33;40;3;1
39;40;C;5
49;40;1;5
67;40;C;5
71;40;2;2
76;40;1;5
80;40;C;5
5;41;2;2
10;41;1;5
109;41;1;5
124;41;1;5
20;42;1;5
35;42;2;2
63;42;C;5
101;42;3;1
104;42;12;7
110;42;C;5
58;43;1;5
62;43;1;5
90;43;1;5
17;44;1;5
22;44;C;5
58;44;C;5
60;44;C;5
82;44;C;5
104;44;C;5
115;44;2;2
121;44;C;5
32;46;C;5
95;46;C;5
65;47;2;2
113;47;1;5
1;49;L;1
32;49;L;0.5
39;49;2;2
40;49;1;5
68;49;3;1
92;49;C;5
112;49;2;4
117;49;C;5
122;49;1;5
7;50;C;5
24;50;C;5
27;50;C;5
103;50;C;5
9;52;C;5
11;52;C;5
15;52;C1;10
17;52;C;5
68;52;C;5
71;52;1;5
99;52;C;5
106;52;C;5
112;52;C;5
113;52;C;5
119;52;C;5
71;54;1;5
5;55;3;1
15;55;3;1
26;55;C;5
33;55;C;5
34;55;1;5
71;55;C;5
86;55;C;5
91;55;2;2
105;55;C3;6
120;55;C;5
97;56;C;5
23;57;C;5
32;57;2;2
35;57;C;5
73;57;C;5
77;57;C;5
80;57;1;5
87;57;C;5
97;57;3;1
101;57;C;5
109;57;C;5
110;57;2;2
117;57;1;5
121;57;2;2
126;57;C;5
22;58;C;5
43;58;1;5
44;58;C;5
60;58;C;5
82;58;C;5
104;58;C;5
121;58;C;5
22;59;1;5
62;59;1;5
112;59;1;5
22;60;C;5
44;60;C;5
58;60;C;5
82;60;C;5
83;60;1;5
104;60;C;5
121;60;C;5
3;61;C;5
30;61;C;5
33;61;1;5
64;61;C;5
66;61;C;5
79;61;C;5
89;61;C;5
104;61;1;5
21;62;2;2
32;62;3;1
43;62;1;5
59;62;1;5
80;62;1;5
93;62;C;5
101;62;2;2
102;62;C;5
103;62;2;2
127;62;C;5
12;63;1;5
13;63;1;5
32;63;L;0.5
42;63;C;5
73;63;3;1
110;63;C;5
120;63;3;1
123;63;1;5
3;64;C;5
10;64;1;5
21;64;1;5
30;64;C;5
35;64;2;2
61;64;C;5
66;64;C;5
68;64;1;5
79;64;C;5
89;64;C;5
113;64;3;1
3;65;1;10
12;65;2;2
14;65;C;5
33;65;L;0.5
47;65;2;2
98;65;C;5
99;65;3;1
107;65;1;5
109;65;2;2
3;66;C;5
30;66;C;5
35;66;1;5
61;66;C;5
64;66;C;5
79;66;C;5
89;66;C;5
97;66;1;5
111;66;1;5
8;67;C;5
12;67;1;5
21;67;C;5
31;67;C;5
39;67;C;5
40;67;C;5
80;67;C;5
83;67;1;5
127;67;3;1
128;67;1;5
9;68;C;5
11;68;C;5
15;68;C;5
17;68;C;5
49;68;3;1
52;68;C;5
64;68;1;5
99;68;C;5
106;68;C;5
109;68;1;5
112;68;C;5
113;68;C;5
119;68;C;5
15;71;3;1
26;71;C;5
33;71;C;5
40;71;2;2
52;71;1;5
54;71;1;5
55;71;C;5
86;71;C;5
105;71;C;5
120;71;C;5
4;72;1;5
10;72;C;5
34;72;C;5
87;72;1;5
90;72;C;5
97;72;2;2
107;72;1;5
118;72;C;5
122;72;C;5
5;73;1;5
9;73;1;5
17;73;3;1
23;73;C;5
35;73;C;5
39;73;2;2
57;73;C;5
63;73;3;1
77;73;C;5
87;73;C;5
89;73;2;2
101;73;C;5
109;73;C;5
126;73;C;5
12;76;C;5
15;76;2;2
37;76;C;5
40;76;1;5
90;76;1;5
93;76;1;5
7;77;1;5
23;77;C;5
35;77;C;5
57;77;C;5
73;77;C;5
79;77;2;2
87;77;C1;10
91;77;1;5
101;77;C;5
109;77;C;5
126;77;C;5
33;78;2;2
79;78;1;5
3;79;C;5
26;79;1;5
30;79;C;5
33;79;3;1
61;79;C;5
64;79;C;5
66;79;C;5
77;79;2;2
78;79;1;5
89;79;C;5
8;80;C;5
21;80;C;5
31;80;C;5
39;80;C;5
40;80;C;5
57;80;1;5
62;80;1;5
67;80;C;5
4;81;3;1
33;81;L;0.5
106;81;3;1
112;81;2;2
22;82;C;5
44;82;C;5
58;82;C;5
60;82;C;5
104;82;C;5
107;82;2;2
121;82;C1;10
127;82;3;1
11;83;2;2
33;83;2;2
60;83;1;5
67;83;1;5
109;83;3;1
1;84;C;5
18;84;C;5
115;84;C;5
86;85;1;5
1;86;2;2
26;86;C;5
33;86;C;5
55;86;C;5
71;86;C;5
85;86;1;5
105;86;C;5
120;86;C;5
127;86;1;5
23;87;C;5
35;87;C;5
39;87;3;1
57;87;C;5
72;87;1;5
73;87;C;5
77;87;C1;10
89;87;2;2
101;87;C;5
103;87;2;2
107;87;2;2
109;87;C;5
115;87;3;1
126;87;C;5
3;89;C;5
9;89;1;5
16;89;3;1
30;89;C;5
61;89;C;5
64;89;C;5
66;89;C;5
73;89;2;2
79;89;C;5
87;89;2;2
95;89;L;0.5
10;90;C;5
34;90;C;5
43;90;1;5
72;90;C;5
76;90;1;5
97;90;1;5
118;90;C;5
122;90;C;5
124;90;2;2
15;91;1;5
55;91;2;2
77;91;1;5
13;92;1;5
49;92;C;5
117;92;C;5
11;93;1;5
17;93;2;2
62;93;C;5
76;93;1;5
102;93;C;5
127;93;C;5
32;95;CL;5.5
46;95;C;5
89;95;L;0.5
111;95;3;1
22;96;1;5
32;96;2;2
105;96;1;5
110;96;1;5
113;96;2;2
11;97;3;1
33;97;L;0.5
34;97;1;5
56;97;C;5
57;97;3;1
66;97;1;5
72;97;2;2
90;97;1;5
108;97;2;2
127;97;L;0.5
14;98;C;5
25;98;2;2
65;98;C;5
9;99;C;5
11;99;C;5
12;99;2;2
15;99;C;5
17;99;C;5
21;99;1;5
52;99;C;5
65;99;3;1
68;99;C;5
103;99;2;2
106;99;C;5
112;99;C;5
113;99;C;5
119;99;C;5
9;101;1;5
12;101;1;5
23;101;C;5
35;101;C;5
42;101;3;1
57;101;C;5
62;101;2;2
73;101;C;5
77;101;C;5
87;101;C;5
109;101;C;5
126;101;C;5
4;102;1;5
23;102;1;5
62;102;C;5
93;102;C;5
127;102;C;5
1;103;3;1
7;103;C;5
22;103;1;5
24;103;C;5
27;103;C;5
50;103;C;5
62;103;2;2
87;103;2;2
99;103;2;2
108;103;1;5
10;104;2;2
22;104;C;5
42;104;12;7
44;104;C;5
58;104;C;5
60;104;C;5
61;104;1;5
82;104;C;5
119;104;1;5
121;104;C;5
7;105;2;2
26;105;C;5
33;105;C;5
35;105;1;5
55;105;C3;6
71;105;C;5
86;105;C;5
96;105;1;5
120;105;C2;7
121;105;3;1
126;105;2;2
9;106;C;5
11;106;C;5
15;106;C;5
17;106;C;5
22;106;2;2
52;106;C;5
68;106;C;5
81;106;3;1
99;106;C;5
112;106;C;5
113;106;C3;6
115;106;1;5
119;106;C;5
124;106;2;2
27;107;3;1
65;107;1;5
72;107;1;5
82;107;2;2
87;107;2;2
16;108;1;5
97;108;2;2
103;108;1;5
23;109;C;5
35;109;C;5
41;109;1;5
57;109;C;5
65;109;2;2
68;109;1;5
73;109;C;5
77;109;C;5
83;109;3;1
87;109;C;5
101;109;C;5
111;109;2;2
119;109;1;5
126;109;C;5
42;110;C;5
57;110;2;2
63;110;C;5
96;110;1;5
120;110;1;5
5;111;C;5
39;111;2;2
66;111;1;5
95;111;3;1
109;111;2;2
125;111;C;5
9;112;C;5
11;112;C;5
15;112;C;5
17;112;C;5
49;112;2;4
52;112;C;5
59;112;1;5
68;112;C;5
81;112;2;2
99;112;C;5
106;112;C;5
113;112;C;5
119;112;C;5
3;113;1;5
5;113;1;5
9;113;C;5
11;113;C;5
15;113;CL;5.5
17;113;C;5
37;113;2;2
47;113;1;5
52;113;C;5
64;113;3;1
68;113;C;5
96;113;2;2
99;113;C;5
106;113;C3;6
112;113;C;5
119;113;C;5
127;113;L;0.5
1;115;C;5
18;115;C;5
25;115;3;1
44;115;2;2
84;115;C;5
87;115;3;1
106;115;1;5
126;115;2;2
49;117;C;5
57;117;1;5
92;117;C;5
10;118;C;5
34;118;C;5
72;118;C;5
90;118;C;5
122;118;C;5
9;119;C;5
11;119;C;5
15;119;C;5
17;119;C;5
39;119;1;5
52;119;C;5
68;119;C;5
99;119;C;5
104;119;1;5
106;119;C;5
109;119;1;5
112;119;C;5
113;119;C;5
4;120;2;2
7;120;1;5
26;120;C;5
33;120;C;5
55;120;C;5
63;120;3;1
71;120;C;5
86;120;C;5
105;120;C2;7
110;120;1;5
1;121;3;1
22;121;C;5
32;121;L;0.5
44;121;C;5
57;121;2;2
58;121;C;5
60;121;C;5
82;121;C1;10
104;121;C;5
105;121;3;1
10;122;C;5
34;122;C;5
49;122;1;5
72;122;C;5
90;122;C;5
118;122;C;5
63;123;1;5
4;124;1;5
41;124;1;5
90;124;2;2
106;124;2;2
5;125;C;5
111;125;C;5
23;126;C;5
31;126;1;5
35;126;C;5
36;126;1;5
57;126;C;5
73;126;C;5
77;126;C;5
87;126;C;5
101;126;C;5
105;126;2;2
109;126;C;5
115;126;2;2
4;127;2;2
5;127;2;2
13;127;1;5
17;127;L;0.5
26;127;1;5
36;127;2;2
62;127;C;5
67;127;3;1
82;127;3;1
86;127;1;5
93;127;C;5
97;127;L;0.5
102;127;C;5
113;127;L;0.5
1;128;2;2
28;128;C;5
32;128;1;5
67;128;1;5
